2024-06-04 10:33:16@1717468396414@SocketClient SocketDataListener(127.0.0.1:9950) Stop:Socket closed
2024-06-04 10:33:16@1717468396529@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:16@1717468396634@SocketClient SocketDataListener(127.0.0.1:9901) Stop:Socket closed
2024-06-04 10:33:17@1717468397202@SocketClient SocketDataListener(127.0.0.1:9900) Stop:Socket closed
2024-06-04 10:33:19@1717468399225@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:21@1717468401385@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:23@1717468403398@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:25@1717468405414@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:27@1717468407429@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:34@1717468414450@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:36@1717468416462@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:38@1717468418474@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:40@1717468420487@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:42@1717468422499@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:49@1717468429513@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:51@1717468431525@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:53@1717468433542@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:55@1717468435558@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:33:57@1717468437571@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:04@1717468444588@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:06@1717468446601@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:08@1717468448615@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:10@1717468450628@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:12@1717468452644@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:18@1717468458854@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:25@1717468465873@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:27@1717468467886@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:29@1717468469899@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:31@1717468471915@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:33@1717468473930@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:40@1717468480942@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:42@1717468482955@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:44@1717468484966@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:46@1717468486981@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:48@1717468488994@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:56@1717468496008@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:34:58@1717468498021@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
2024-06-04 10:35:00@1717468500033@SocketClient SocketDataListener(127.0.0.1:9903) Stop:Socket closed
